,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
152,Hypocenomyce scalaris,Laiptuotoji žvynytė,Fungi,117973,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Umbilicariomycetidae,,Umbilicariales,,,Ophioparmaceae,,,,,Hypocenomyce,,Hypocenomyce scalaris,,,,
153,Lecidea nylanderi,Niulanderio skyvė,Fungi,223061,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecideales,,,Lecideaceae,,,,,Lecidea,,Lecidea nylanderi,,,,
154,Parmeliopsis ambigua,Tariamoji kežuotė,Fungi,182652,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Parmeliopsis,,Parmeliopsis ambigua,,,,
155,Carbonicola anthracophila,Degėsinė žvynytė,Fungi,462623,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Carbonicolaceae,,,,,Carbonicola,,Carbonicola anthracophila,,,,
157,Calluna vulgaris,Šilinis viržis,Plantae,119450,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Ericoideae,,Ericeae,,Calluna,,Calluna vulgaris,,,,
158,Veronica officinalis,Vaistinė veronika,Plantae,129020,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Lamiales,,,Plantaginaceae,,,Veroniceae,,Veronica,,Veronica officinalis,,,,
160,Dendrocopos major,Didysis margasis genys,Aves,17871,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Dendrocopos,,Dendrocopos major,,,,
161,Cepaea hortensis,Šviesialūpė dryžė,Mollusca,51039,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Allognathini,,Cepaea,,Cepaea hortensis,,,,
162,Helix pomatia,Vynuoginė sraigė,Mollusca,61523,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Helicini,,Helix,,Helix pomatia,,,,
163,Cepaea,,Mollusca,48587,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Eupulmonata,Stylommatophora,Helicina,Helicoidea,Helicidae,Helicinae,,Allognathini,,Cepaea,,,,,,
164,Planorbarius corneus,Didžioji Ratvija,Mollusca,150979,Animalia,Mollusca,,,Gastropoda,Heterobranchia,Hygrophila,,,Lymnaeoidea,Planorbidae,Planorbinae,,Coretini,,Planorbarius,,Planorbarius corneus,,,,
166,Lycoperdaceae,Pumpotaukšliniai,Fungi,48445,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Lycoperdaceae,,,,,,,,,,,
169,Hedera helix,Gebenė lipikė,Plantae,55882,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Araliaceae,,,,,Hedera,,Hedera helix,,,,
170,Pezizales,Ausūniečiai,Fungi,48717,Fungi,Ascomycota,Pezizomycotina,,Pezizomycetes,,,Pezizales,,,,,,,,,,,,,,
171,Erigeron annuus,Vienmetė šiušelė,Plantae,76897,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Conyzinae,Erigeron,,Erigeron annuus,,,,
172,Agonopterix heracliana,Builinis Agonopteriksas,Insecta,325297,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Gelechioidea,Depressariidae,Depressariinae,,,,Agonopterix,,Agonopterix heracliana,,,,
175,Phlebia radiata,Spindulinis Raukšliagrybis,Fungi,155122,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Meruliaceae,,,,,Phlebia,,Phlebia radiata,,,,
176,Arcyria incarnata,Raudonoji seinė,Protozoa,381271,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Arcyriaceae,,,,,Arcyria,,Arcyria incarnata,,,,
177,Trichia,,Protozoa,56277,Protozoa,Mycetozoa,,,Myxomycetes,,,Trichiales,,,Trichiaceae,,,,,Trichia,,,,,,
178,Lecanoromycetes,Lekanoromicetai,Fungi,54743,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,,,,,,,,,,,,,,,,,
180,Picidae,Geniniai,Aves,17599,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,,,,,,,
181,Bryopsida,Lapsamanės,Plantae,48372,Plantae,Bryophyta,,,Bryopsida,,,,,,,,,,,,,,,,,
182,Sciurus vulgaris,Paprastoji voverė,Mammalia,46001,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Euarchontoglires,Rodentia,Sciuromorpha,,Sciuridae,Sciurinae,,Sciurini,,Sciurus,,Sciurus vulgaris,,,,
183,Oenopia conglobata,Lajinė Boružė,Insecta,56731,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Oenopia,,Oenopia conglobata,,,,
184,Oenothera biennis,Dvimetė nakviša,Plantae,62207,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Myrtales,,,Onagraceae,,,,,Oenothera,,Oenothera biennis,,,,
185,Asteraceae,Astriniai,Plantae,47604,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,,,,,,,,,,,
187,Trametes versicolor,Įvairiaspalvė kempė,Fungi,54134,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,Trametes,,Trametes versicolor,,,,
189,Dryopteris filix-mas,Kelminis papartis,Plantae,76721,Plantae,Tracheophyta,,,Polypodiopsida,Polypodiidae,,Polypodiales,Polypodiineae,,Dryopteridaceae,Dryopteridoideae,,,,Dryopteris,,Dryopteris filix-mas,,,,
190,Pleurosticta acetabulum,Taurinis platkežis,Fungi,318822,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Pleurosticta,,Pleurosticta acetabulum,,,,
191,Forficulidae,,Insecta,49528,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Dermaptera,Neodermaptera,Forficuloidea,Forficulidae,,,,,,,,,,,
192,Propylea quatuordecimpunctata,Juodasiūlė boružė,Insecta,61532,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Propylea,,Propylea quatuordecimpunctata,,,,
194,Juniperus communis,Paprastasis kadagys,Plantae,58725,Plantae,Tracheophyta,,,Pinopsida,,,Pinales,,,Cupressaceae,Cupressoideae,,,,Juniperus,,Juniperus communis,,,,
196,Corvus corax,Kranklys,Aves,8010,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Corvus,,Corvus corax,,,,
197,Lophophanes cristatus,Kuoduotoji zylė,Aves,144830,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Lophophanes,,Lophophanes cristatus,,,,
198,Regulus regulus,Paprastasis nykštukas,Aves,793469,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Regulidae,,,,,Regulus,,Regulus regulus,,,,
199,Certhia familiaris,Eurazinis liputis,Aves,7450,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Certhiidae,,,,,Certhia,,Certhia familiaris,,,,
205,Mycocalicium subtile,Smulkioji grybtaurė,Fungi,225347,Fungi,Ascomycota,Pezizomycotina,,Eurotiomycetes,Mycocaliciomycetidae,,Mycocaliciales,,,Sphinctrinaceae,,,,,Mycocalicium,,Mycocalicium subtile,,,,
208,Melanelixia glabratula,Žievinis juodkežis,Fungi,463479,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Melanelixia,,Melanelixia glabratula,,,,
217,Fomitiporia punctata,Taškuotoji kempinė,Fungi,519073,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Fomitiporia,,Fomitiporia punctata,,,,
220,Melanohalea exasperatula,Apyšiurkštis juodkežis,Fungi,463485,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Melanohalea,,Melanohalea exasperatula,,,,
221,Bryophyta,Samanūnai,Plantae,311249,Plantae,Bryophyta,,,,,,,,,,,,,,,,,,,,
224,Exidia glandulosa,Liaukingasis drebutis,Fungi,55568,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,,,,Exidia,,Exidia glandulosa,,,,
225,Steccherinum ochraceum,Gelsvarudis laibadyglis,Fungi,118096,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Steccherinaceae,,,,,Steccherinum,,Steccherinum ochraceum,,,,
226,Marchantiophyta,Kerpsamanės,Plantae,64615,Plantae,Marchantiophyta,,,,,,,,,,,,,,,,,,,,
228,Naematelia aurantia,,Fungi,1109245,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Naemateliaceae,,,,,Naematelia,,Naematelia aurantia,,,,
229,Crepidotus,Klumpiaausis,Fungi,118288,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Agaricineae,,Crepidotaceae,,,,,Crepidotus,,,,,,
230,Climacium dendroides,Palminė junetė,Plantae,123751,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Climaciaceae,,,,,Climacium,,Climacium dendroides,,,,
233,Spinulum annotinum,Pataisas varinčius,Plantae,204168,Plantae,Tracheophyta,,,Lycopodiopsida,,,Lycopodiales,,,Lycopodiaceae,Lycopodioideae,,,,Spinulum,,Spinulum annotinum,,,,
237,Placentalia,,Mammalia,848320,Animalia,Chordata,Vertebrata,,Mammalia,Theria,,,,,,,,,,,,,,,,
239,Rabdophaga rosaria,,Insecta,494431,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,Sciaroidea,Cecidomyiidae,Cecidomyiinae,Lasiopteridi,Dasineurini,,Rabdophaga,,Rabdophaga rosaria,,,,
241,Monotropa hypopitys,Miškinė gluosvė,Plantae,59986,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Ericales,,,Ericaceae,Monotropoideae,,,,Monotropa,,Monotropa hypopitys,,,,
244,Clypeococcum hypocenomycis,,Fungi,175981,Fungi,Ascomycota,Pezizomycotina,,Dothideomycetes,,,Trypetheliales,,,Polycoccaceae,,,,,Clypeococcum,,Clypeococcum hypocenomycis,,,,
245,Vulpes vulpes,Rudoji lapė,Mammalia,42069,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Canidae,,,,,Vulpes,,Vulpes vulpes,,,,
246,Coccinella quinquepunctata,Penkiataškė boružė,Insecta,57871,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Coccinelloidea,Coccinellidae,Coccinellinae,,Coccinellini,,Coccinella,,Coccinella quinquepunctata,,,,
247,Emberiza citrinella,Geltonoji starta,Aves,9195,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Emberizidae,,,,,Emberiza,,Emberiza citrinella,,,,
248,Cyprinidae,Karpinės,Actinopterygii,49609,Animalia,Chordata,Vertebrata,,Actinopterygii,,,Cypriniformes,Cyprinoidei,,Cyprinidae,,,,,,,,,,,
249,Xylaria hypoxylon,Baltaviršūnis Elniagrybis,Fungi,55267,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Xylariomycetidae,,Xylariales,,,Xylariaceae,,,,,Xylaria,,Xylaria hypoxylon,,,,
255,Lepidoptera,Drugiai,Insecta,47157,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,,,,,,,,,,,,,
257,Geum,Žiognagė,Plantae,55751,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Rosaceae,Rosoideae,,Colurieae,,Geum,,,,,,
258,Neoantrodia serialis,Pakopinė antrodija,Fungi,955498,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Fomitopsidaceae,,,,,Neoantrodia,,Neoantrodia serialis,,,,
259,Hymenoptera,Plėviasparniai,Insecta,47201,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,,,,,,,,,,,,,,
260,Ptilium crista-castrensis,Šilinė plunksnė,Plantae,136604,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,Pylaisiaceae,,,,,Ptilium,,Ptilium crista-castrensis,,,,
262,Hypnales,,Plantae,67858,Plantae,Bryophyta,,,Bryopsida,,,Hypnales,,,,,,,,,,,,,,
263,Trametes ochracea,Juostuotoji kempė,Fungi,118111,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Polyporaceae,,,,,Trametes,,Trametes ochracea,,,,
264,Pycnora sorophora,Miltiškoji piknora,Fungi,463926,Fungi,Ascomycota,Pezizomycotina,,Candelariomycetes,Candelariomycetidae,,Candelariales,,,Pycnoraceae,,,,,Pycnora,,Pycnora sorophora,,,,
267,Trichaptum biforme,Pergamentinė kempelė,Fungi,125705,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Trichaptum,,Trichaptum biforme,,,,
272,Pachysandra terminalis,Paprastoji mietveinė,Plantae,142928,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Buxales,,,Buxaceae,,,,,Pachysandra,,Pachysandra terminalis,,,,
273,Vinca minor,Mažoji žiemė,Plantae,55844,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Gentianales,,,Apocynaceae,Rauvolfioideae,,Vinceae,Vincinae,Vinca,,Vinca minor,,,,
276,Illosporiopsis christiansenii,,Fungi,319242,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,,,,,,Illosporiopsis,,Illosporiopsis christiansenii,,,,
277,Aglais io,Spungė,Insecta,207977,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Papilionoidea,Nymphalidae,Nymphalinae,,Nymphalini,,Aglais,,Aglais io,,,,
278,Tremella,Žiūrytis,Fungi,48532,Fungi,Basidiomycota,Agaricomycotina,,Tremellomycetes,,,Tremellales,,,Tremellaceae,,,,,Tremella,,,,,,
279,Meles meles,Barsukas,Mammalia,855297,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,Melinae,,,,Meles,,Meles meles,,,,
282,Orchesella flavescens,,Animalia,606936,Animalia,Arthropoda,Hexapoda,,Entognatha,Collembola,,Entomobryomorpha,,Entomobryoidea,Entomobryidae,Orchesellinae,,,,Orchesella,,Orchesella flavescens,,,,
283,Trichoderma pulvinatum,,Fungi,551439,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Hypocreaceae,,,,,Trichoderma,,Trichoderma pulvinatum,,,,
284,Nematocera,Uodiniai Dvisparniai,Insecta,154259,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Diptera,Nematocera,,,,,,,,,,,,,
285,Juncus effusus,Kėstasis vikšris,Plantae,56153,Plantae,Tracheophyta,Angiospermae,,Liliopsida,,,Poales,,,Juncaceae,,,,,Juncus,,Juncus effusus,,,,
286,Magnoliopsida,Magnolijainiai,Plantae,47124,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,,,,,,,,,,,,,,,
287,Life,Gyvybė,,48460,,,,,,,,,,,,,,,,,,,,,,
291,Solidago virgaurea,Paprastoji rykštenė,Plantae,118850,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Asterales,,,Asteraceae,Asteroideae,,Astereae,Solidagininae,Solidago,,Solidago virgaurea,,,,
292,Urtica dioica,Didžioji dilgėlė,Plantae,51884,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Rosales,,,Urticaceae,,,,,Urtica,,Urtica dioica,,,,
293,Apiaceae,Salieriniai,Plantae,48699,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Apiales,,,Apiaceae,,,,,,,,,,,
294,Alnus glutinosa,Juodalksnis,Plantae,966205,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Fagales,,,Betulaceae,,,,,Alnus,,Alnus glutinosa,,,,
295,Acer platanoides,Paprastasis klevas,Plantae,54763,Plantae,Tracheophyta,Angiospermae,,Magnoliopsida,,,Sapindales,,,Sapindaceae,,,,,Acer,,Acer platanoides,,,,
297,Agaricales,Agarikiečiai,Fungi,47167,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,,,,,,,,,,,,,,
302,Turdus merula,Juodasis strazdas,Aves,12716,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus merula,,,,
303,Sitta europaea,Bukutis,Aves,14824,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sittidae,,,,,Sitta,,Sitta europaea,,,,
305,Taphrina betulina,Beržinis ragangrybis,Fungi,384484,Fungi,Ascomycota,Taphrinomycotina,,Taphrinomycetes,,,Taphrinales,,,Taphrinaceae,,,,,Taphrina,,Taphrina betulina,,,,
306,Capreolus capreolus,Stirna,Mammalia,42184,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Artiodactyla,Ruminantia,,Cervidae,Capreolinae,,Capreolini,,Capreolus,,Capreolus capreolus,,,,
307,Athallia,,Fungi,464233,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Teloschistales,,,Teloschistaceae,Xanthorioideae,,,,Athallia,,,,,,
309,Porodaedalea pini,Pušinė kempinė,Fungi,118081,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Porodaedalea,,Porodaedalea pini,,,,
310,Fringilla coelebs,Paprastasis kikilis,Aves,10070,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Fringilla,,Fringilla coelebs,,,,
311,Pica pica,Šarka,Aves,891696,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Pica,,Pica pica,,,,
316,Cerastoderma,,Mollusca,210231,Animalia,Mollusca,,,Bivalvia,Autobranchia,Imparidentia,Cardiida,,Cardioidea,Cardiidae,Lymnocardiinae,,Cerastodermatini,,Cerastoderma,,,,,,
317,Turdus pilaris,Smilginis strazdas,Aves,12707,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Turdidae,,,,,Turdus,,Turdus pilaris,,,,
319,Garrulus glandarius,Kėkštas,Aves,8088,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Corvidae,,,,,Garrulus,,Garrulus glandarius,,,,
320,Dendrocoptes medius,Vidutinis margasis genys,Aves,792985,Animalia,Chordata,Vertebrata,,Aves,,,Piciformes,,,Picidae,,,,,Dendrocoptes,,Dendrocoptes medius,,,,
321,Parus major,Didžioji zylė,Aves,203153,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Paridae,,,,,Parus,,Parus major,,,,
323,Chloris chloris,Žaliukė,Aves,145360,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Chloris,,Chloris chloris,,,,
324,Bucephala clangula,Klykuolė,Aves,6990,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Bucephala,,Bucephala clangula,,,,
326,Aegithalos caudatus,Ilgauodegė zylė,Aves,7278,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Aegithalidae,,,,,Aegithalos,,Aegithalos caudatus,,,,
330,Coltricia,Sausapintė,Fungi,118040,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Coltriciaceae,,,,,Coltricia,,,,,,
340,Hypogymnia physodes,Putlusis plynkežis,Fungi,117971,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Hypogymnia,,Hypogymnia physodes,,,,
341,Antrodiella serpula,,Fungi,578801,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Polyporales,,,Steccherinaceae,,,,,Antrodiella,,Antrodiella serpula,,,,
342,Vuilleminia coryli,Lazdyninė vijmenija,Fungi,563372,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Corticiales,,,Corticiaceae,,,,,Vuilleminia,,Vuilleminia coryli,,,,
344,Athelia arachnoidea,Dvisporis plėviagrybis,Fungi,399803,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Atheliales,,,Atheliaceae,,,,,Athelia,,Athelia arachnoidea,,,,
347,Helotiales,Helotiečiai,Fungi,49073,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,,,,,,,,,,,,
349,Cladonia cenotea,Kiaurašakė šiurė,Fungi,180456,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Cladoniaceae,,,,,Cladonia,,Cladonia cenotea,,,,
350,Mensularia radiata,Spindulinis Skylenis,Fungi,559111,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Mensularia,,Mensularia radiata,,,,
352,Ptilidium pulcherrimum,Paprastoji blakstienė,Plantae,167558,Plantae,Marchantiophyta,,,Jungermanniopsida,,,Ptilidiales,,,Ptilidiaceae,,,,,Ptilidium,,Ptilidium pulcherrimum,,,,
353,Panellus stipticus,Ąžuolinis skiautenėlis,Fungi,68309,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,Agaricomycetidae,,Agaricales,Marasmiineae,,Mycenaceae,,,,,Panellus,,Panellus stipticus,,,,
355,Usnea hirta,Gauruotoji kedenė,Fungi,182679,Fungi,Ascomycota,Pezizomycotina,,Lecanoromycetes,Lecanoromycetidae,,Lecanorales,,,Parmeliaceae,Parmelioideae,,,,Usnea,,Usnea hirta,,,,
359,Rhytisma acerinum,Klevinis žvynokas,Fungi,130935,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Rhytismatales,,,Rhytismataceae,,,,,Rhytisma,,Rhytisma acerinum,,,,
361,Chaenotheca xyloxena,Kelminė žiovenė,Fungi,216594,Fungi,Ascomycota,Pezizomycotina,,Coniocybomycetes,,,Coniocybales,,,Coniocybaceae,,,,,Chaenotheca,,Chaenotheca xyloxena,,,,
364,Hymenochaetaceae,Šiurkšteniniai,Fungi,57518,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,,,,,,,
365,Lasiobelonium corticale,Žievinis garbanutis,Fungi,1252256,Fungi,Ascomycota,Pezizomycotina,,Leotiomycetes,,,Helotiales,,,Solenopeziaceae,,,,,Lasiobelonium,,Lasiobelonium corticale,,,,
369,Phellinus tremulae,Drebulinė kempinė,Fungi,351800,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Hymenochaetales,,,Hymenochaetaceae,,,,,Phellinus,,Phellinus tremulae,,,,
374,Julida,,Animalia,82535,Animalia,Arthropoda,Myriapoda,,Diplopoda,Chilognatha,Juliformia,Julida,,,,,,,,,,,,,,
375,Caradrina,,Insecta,174478,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Noctuidae,Noctuinae,,Caradrinini,Caradrinina,Caradrina,,,,,,
376,Pyrrhula pyrrhula,Juodagalvė sniegena,Aves,9462,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Pyrrhula,,Pyrrhula pyrrhula,,,,
377,Coccothraustes coccothraustes,Svilikas,Aves,9801,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Fringillidae,,,,,Coccothraustes,,Coccothraustes coccothraustes,,,,
378,Sturnus vulgaris,Paprastasis varnėnas,Aves,14850,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Sturnidae,,,,,Sturnus,,Sturnus vulgaris,,,,
381,Pyraloidea,Ugniukiniai,Insecta,49682,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Pyraloidea,,,,,,,,,,,,
384,Passer domesticus,Naminis žvirblis,Aves,13858,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer domesticus,,,,
388,Nectriaceae,,Fungi,118017,Fungi,Ascomycota,Pezizomycotina,,Sordariomycetes,Hypocreomycetidae,,Hypocreales,,,Nectriaceae,,,,,,,,,,,
389,Hypena rostralis,Apyninis sprindinis naktinukas,Insecta,128611,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Noctuoidea,Erebidae,Hypeninae,,,,Hypena,,Hypena rostralis,,,,
391,Fulica atra,Laukys,Aves,482,Animalia,Chordata,Vertebrata,,Aves,,,Gruiformes,,,Rallidae,,,,,Fulica,,Fulica atra,,,,
392,Perdix perdix,Pilkoji kurapka,Aves,831,Animalia,Chordata,Vertebrata,,Aves,,,Galliformes,,,Phasianidae,,,,,Perdix,,Perdix perdix,,,,
394,Diplolepis rosae,,Insecta,205320,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Cynipoidea,Cynipidae,Cynipinae,,Diplolepidini,,Diplolepis,,Diplolepis rosae,,,,
397,Nemapogon,,Insecta,176795,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Lepidoptera,,Tineoidea,Tineidae,Nemapogoninae,,,,Nemapogon,,,,,,
400,Branta leucopsis,Baltaskruostė berniklė,Aves,7101,Animalia,Chordata,Vertebrata,,Aves,,,Anseriformes,,,Anatidae,,,,,Branta,,Branta leucopsis,,,,
402,Mustelidae,Kiauniniai,Mammalia,41770,Animalia,Chordata,Vertebrata,,Mammalia,Theria,Laurasiatheria,Carnivora,,,Mustelidae,,,,,,,,,,,
407,Passer montanus,Karklažvirblis,Aves,13851,Animalia,Chordata,Vertebrata,,Aves,,,Passeriformes,,,Passeridae,,,,,Passer,,Passer montanus,,,,
417,Acanthoscelides obtectus,Pupelinis pupagręžis,Insecta,212223,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Coleoptera,Polyphaga,Chrysomeloidea,Chrysomelidae,Bruchinae,,Bruchini,Acanthoscelidina,Acanthoscelides,,Acanthoscelides obtectus,,,,
422,Exidia,Drebutis,Fungi,55569,Fungi,Basidiomycota,Agaricomycotina,,Agaricomycetes,,,Auriculariales,,,Auriculariaceae,,,,,Exidia,,,,,,
